,id,name,album,artists,year
0,3XavmNx1VD3nLg0qmWNRtf,Man Magan,Man Magan,['Deepak Bajracharya'],2018-05-07
1,67lrZ3QMIqO0tdiqreMRrW,Oh Maicha,Oh Maicha,['Brijesh Shrestha'],2019-03-07
2,412OJ8fUcmOthxyXava0sh,Jaalma,Resham Filili - EP (Original Motion Picture Soundtrack),['Kali Prasad Baskota'],2015-01-15
